player_name,num_of_matches,win_rate,aces_per_svpt,df_rate,first_serve_in_pct,first_serve_won_pct,second_serve_in_pct,second_serve_won_pct,bp_faced_per_match,bp_saved_pct
Rinky Hijikata,44,0.45454545454545453,0.04925531078052196,0.04016621056940917,0.5709128172686184,0.6733633764068666,0.4290871827313815,0.46074197144106493,8.674418604651162,0.592072559223722
Roberto Bautista Agut,218,0.6009174311926605,0.04769838966835242,0.022966454015287647,0.6619307148053586,0.7151869006544571,0.33806928519464147,0.5501411586784881,6.113207547169812,0.5970008430614422
Roberto Carballes Baena,77,0.37662337662337664,0.040970347668542996,0.03888096998499374,0.6067482162559791,0.6797717569956386,0.39325178374402087,0.50533109351759,7.184210526315789,0.5495653222336658
Robin Haase,63,0.4603174603174603,0.0898448375422252,0.038059675168834434,0.5707338524751765,0.7381279857361477,0.42926614752482356,0.4958067112640779,7.349206349206349,0.5774938577976186
Roger Federer,97,0.8247422680412371,0.11825546232168534,0.024605583299625373,0.6299458044636917,0.7923582574878014,0.37005419553630825,0.5928952897587842,4.0,0.6595711345711346
Roman Safiullin,72,0.4722222222222222,0.08858157081882564,0.04096449112385878,0.6123538402440183,0.7404479311573011,0.3876461597559817,0.5042885076329852,6.472222222222222,0.6242604513281205
Ryan Harrison,41,0.5121951219512195,0.1143475348545108,0.0379488153589529,0.6019870176592463,0.7513067085533989,0.39801298234075366,0.5371661436974897,6.325,0.6799221976853556
Sam Querrey,84,0.42857142857142855,0.18865727988710834,0.049552236627753043,0.593396053760426,0.8074354324981537,0.40660394623957397,0.49634532741377235,4.726190476190476,0.5390524453024452
Sebastian Baez,64,0.3125,0.025458451744129855,0.020947464677621014,0.7307869164250189,0.6148193137990865,0.269213083574981,0.46245303292030143,7.737704918032787,0.5206207218707218
Sebastian Korda,139,0.6258992805755396,0.09895063745306049,0.02744325425133351,0.6287068412453406,0.7347640297252509,0.37129315875465946,0.5315699666520192,6.116788321167883,0.6267337761765969
Soon Woo Kwon,102,0.49019607843137253,0.06444930921108209,0.039119579415865274,0.598050404095139,0.7044946500932882,0.4019495959048609,0.5163880230609785,7.1098901098901095,0.5976366054864859
Stan Wawrinka,144,0.5486111111111112,0.10962405881522137,0.022630717893211503,0.5779359022779395,0.7677206525713698,0.42206409772206044,0.5317675317046172,6.127659574468085,0.6188147396226257
Stefano Travaglia,45,0.35555555555555557,0.0989204101781235,0.03996041035765663,0.5595185516209913,0.7385506025875123,0.4404814483790086,0.4833189329670245,7.0,0.5439848161486817
